id	label	x	y
sample1	Group_6	1570	887
sample1	Group_9	2527	884
sample1	Group_7	1309	889
sample1	Group_5	1788	885
sample1	Group_9	1606	887
sample1	Group_9	1714	888
sample1	Group_1	2179	888
sample1	Group_7	1321	892
sample1	Group_9	1524	884
sample1	Group_9	2470	891
sample1	Group_7	1462	892
sample1	Group_9	1096	891
sample1	Group_9	909	895
sample1	Group_5	1818	896
sample1	Group_8	2235	896
sample1	Group_1	565	902
sample1	Group_5	1653	897
sample1	Group_9	485	897
sample1	Group_9	776	898
sample1	Group_9	1766	900
sample1	Group_4	1687	901
sample1	Group_9	2040	902
sample1	Group_1	831	903
sample1	Group_9	1584	902
sample1	Group_7	1856	905
sample1	Group_9	2446	905
sample1	Group_7	1644	907
sample1	Group_2	598	910
sample1	Group_9	475	912
sample1	Group_5	688	910
sample1	Group_9	1353	914
sample1	Group_5	1904	911
sample1	Group_9	1604	908
sample1	Group_5	1414	916
sample1	Group_6	1944	911
sample1	Group_5	1702	913
sample1	Group_9	1243	916
sample1	Group_7	1320	917
sample1	Group_5	1914	920
sample1	Group_9	2440	920
sample1	Group_9	540	919
sample1	Group_7	1458	915
sample1	Group_5	1891	918
sample1	Group_5	1585	923
sample1	Group_5	946	922
sample1	Group_9	519	923
sample1	Group_9	2195	925
sample1	Group_5	1693	925
sample1	Group_5	792	924
sample1	Group_1	500	925
sample1	Group_9	2274	927
sample1	Group_6	1648	929
sample1	Group_7	1881	928
sample1	Group_1	1422	928
sample1	Group_7	1524	930
sample1	Group_1	883	931
sample1	Group_6	1669	932
sample1	Group_7	1395	933
sample1	Group_9	2506	938
sample1	Group_1	539	939
sample1	Group_4	1434	940
sample1	Group_7	1908	936
sample1	Group_9	2010	940
sample1	Group_9	2381	939
sample1	Group_7	1473	936
sample1	Group_9	1513	939
sample1	Group_7	1642	947
sample1	Group_5	1839	942
sample1	Group_5	601	943
sample1	Group_8	1525	945
sample1	Group_3	1143	944
sample1	Group_5	2198	946
sample1	Group_7	2399	948
sample1	Group_3	1030	948
sample1	Group_3	1131	946
sample1	Group_9	954	947
sample1	Group_5	2469	955
sample1	Group_5	711	949
sample1	Group_8	2335	950
sample1	Group_5	1225	953
sample1	Group_5	689	956
sample1	Group_9	2379	955
sample1	Group_5	1575	958
sample1	Group_5	497	960
sample1	Group_1	1017	959
sample1	Group_5	1147	960
sample1	Group_8	1530	959
sample1	Group_9	669	958
sample1	Group_9	2309	959
sample1	Group_9	956	964
sample1	Group_7	1419	960
sample1	Group_8	1475	962
sample1	Group_6	1755	962
sample1	Group_9	2480	960
sample1	Group_9	1460	964
sample1	Group_8	2206	963
sample1	Group_9	2233	965
sample1	Group_5	2254	966
sample1	Group_8	1281	971
sample1	Group_8	1351	972
sample1	Group_1	1028	971
sample1	Group_5	2191	970
sample1	Group_9	2049	972
sample1	Group_5	2381	971
sample1	Group_7	1721	973
sample1	Group_9	2168	974
sample1	Group_6	1761	976
sample1	Group_5	1775	975
sample1	Group_9	2293	975
sample1	Group_5	1819	973
sample1	Group_6	1889	981
sample1	Group_1	902	976
sample1	Group_5	1311	979
sample1	Group_5	1873	979
sample1	Group_9	2214	978
sample1	Group_9	1635	982
sample1	Group_5	887	983
sample1	Group_5	1012	983
sample1	Group_2	2297	986
sample1	Group_9	665	984
sample1	Group_9	1169	986
sample1	Group_9	1460	984
sample1	Group_8	1521	984
sample1	Group_9	1658	985
sample1	Group_5	875	987
sample1	Group_6	1368	988
sample1	Group_9	2349	990
sample1	Group_5	1382	987
sample1	Group_9	570	990
sample1	Group_1	896	990
sample1	Group_9	995	993
sample1	Group_5	1706	991
sample1	Group_5	1142	990
sample1	Group_9	1817	991
sample1	Group_1	2439	990
sample1	Group_9	985	997
sample1	Group_1	1619	999
sample1	Group_9	1645	994
sample1	Group_9	652	998
sample1	Group_9	1207	995
sample1	Group_5	1930	994
sample1	Group_9	2265	995
sample1	Group_9	1575	999
sample1	Group_1	1311	1002
sample1	Group_9	1449	996
sample1	Group_8	1495	995
sample1	Group_9	2126	998
sample1	Group_1	544	998
sample1	Group_9	779	998
sample1	Group_9	2100	1004
sample1	Group_7	2247	1003
sample1	Group_7	1437	1003
sample1	Group_5	2143	1004
sample1	Group_9	2357	1004
sample1	Group_5	2237	1009
sample1	Group_8	2339	1008
sample1	Group_5	1509	1009
sample1	Group_5	1419	1012
sample1	Group_5	1894	1011
sample1	Group_1	870	1009
sample1	Group_6	1316	1013
sample1	Group_9	1353	1013
sample1	Group_5	2107	1016
sample1	Group_3	2324	1012
sample1	Group_5	1068	1012
sample1	Group_9	2495	1012
sample1	Group_9	1018	1016
sample1	Group_5	2224	1015
sample1	Group_5	1876	1017
sample1	Group_9	1939	1019
sample1	Group_9	2348	1017
sample1	Group_7	1675	1019
sample1	Group_9	2006	1023
sample1	Group_9	1885	1024
sample1	Group_5	1422	1027
sample1	Group_5	1113	1024
sample1	Group_9	1569	1021
sample1	Group_7	1742	1024
sample1	Group_5	2105	1025
sample1	Group_9	2258	1026
sample1	Group_5	2238	1028
sample1	Group_8	1790	1030
sample1	Group_9	1823	1028
sample1	Group_1	815	1029
sample1	Group_5	748	1036
sample1	Group_9	1021	1030
sample1	Group_1	1123	1027
sample1	Group_7	1459	1030
sample1	Group_5	2455	1031
sample1	Group_6	609	1034
sample1	Group_5	2424	1030
sample1	Group_5	1177	1033
sample1	Group_9	1252	1034
sample1	Group_7	1525	1033
sample1	Group_1	457	1041
sample1	Group_5	843	1034
sample1	Group_9	1547	1032
sample1	Group_6	628	1035
sample1	Group_4	1346	1034
sample1	Group_9	885	1041
sample1	Group_9	1577	1039
sample1	Group_7	1474	1039
sample1	Group_5	2254	1039
sample1	Group_6	1729	1041
sample1	Group_5	2241	1039
sample1	Group_5	1162	1042
sample1	Group_6	1646	1045
sample1	Group_6	870	1044
sample1	Group_1	1143	1045
sample1	Group_9	1980	1041
sample1	Group_9	2083	1047
sample1	Group_6	1105	1044
sample1	Group_5	2316	1044
sample1	Group_5	2064	1045
sample1	Group_9	2343	1048
sample1	Group_9	2391	1050
sample1	Group_8	1410	1054
sample1	Group_5	530	1051
sample1	Group_6	1859	1056
sample1	Group_9	1228	1050
sample1	Group_9	1825	1052
sample1	Group_9	1355	1056
sample1	Group_9	1477	1057
sample1	Group_1	1807	1060
sample1	Group_5	2199	1060
sample1	Group_6	802	1061
sample1	Group_9	2332	1063
sample1	Group_8	2100	1065
sample1	Group_6	2140	1063
sample1	Group_6	2170	1064
sample1	Group_2	913	1066
sample1	Group_5	636	1066
sample1	Group_9	987	1068
sample1	Group_9	1257	1063
sample1	Group_6	2118	1067
sample1	Group_6	423	1069
